Date,Gold,SP500,BCA,Telkom,Bitcoin
2024-01-30,9045.8515625,188.58999633789062,477.7427062988281,3494.438720703125,42952.609375
2024-01-31,8952.1123046875,188.4499969482422,469.947265625,3459.494140625,42582.60546875
2024-02-01,9092.7216796875,190.41000366210938,476.09796142578125,3529.383056640625,43075.7734375
2024-02-02,9092.7216796875,188.61000061035156,481.11004638671875,3485.702392578125,43185.859375
2024-02-05,8975.546875,187.57000732421875,479.3582763671875,3476.966552734375,42658.66796875
2024-02-06,9022.416015625,188.5500030517578,480.74993896484375,3476.966552734375,43084.671875
2024-02-07,9092.7216796875,188.5,484.7596435546875,3476.966552734375,44318.22265625
2024-02-08,9092.7216796875,188.3300018310547,484.9737243652344,3476.966552734375,45301.56640625
2024-02-09,9092.7216796875,187.60000610351562,487.776611328125,3476.966552734375,47147.19921875
2024-02-12,9186.4599609375,187.11000061035156,487.5624694824219,3494.438720703125,49958.22265625
2024-02-13,9116.15625,184.52999877929688,480.8472900390625,3476.966552734375,49742.44140625
2024-02-14,9116.15625,184.4199981689453,485.2169494628906,3476.966552734375,51826.6953125
2024-02-15,9233.330078125,185.66000366210938,488.5648498535156,3520.64697265625,51938.5546875
2024-02-16,9327.0693359375,186.33999633789062,486.1318664550781,3634.216064453125,52160.203125
2024-02-20,9397.3740234375,187.47000122070312,483.45550537109375,3677.896484375,52284.875
2024-02-21,9350.50390625,187.47999572753906,483.8934326171875,3651.6884765625,51839.1796875
2024-02-22,9256.765625,187.55999755859375,493.9078369140625,3573.0634765625,51304.97265625
2024-02-23,9209.8955078125,188.6199951171875,494.24847412109375,3581.799560546875,50731.94921875
2024-02-26,9186.4599609375,188.1999969482422,492.43829345703125,3573.0634765625,54522.40234375
2024-02-27,9256.765625,188.0,493.3530578613281,3485.702392578125,57085.37109375
2024-02-28,9373.939453125,188.33999633789062,492.7010803222656,3485.702392578125,62504.7890625
2024-02-29,9256.765625,189.30999755859375,494.4723205566406,3494.438720703125,61198.3828125
2024-03-01,9209.8955078125,192.88999938964844,499.1145324707031,3424.5498046875,62440.6328125
2024-03-04,9139.5908203125,196.00999450683594,498.57928466796875,3442.02197265625,68330.4140625
2024-03-05,9186.4599609375,197.19000244140625,493.596435546875,3380.869384765625,63801.19921875
2024-03-06,9327.0693359375,198.80999755859375,496.0975341796875,3407.07763671875,66106.8046875
2024-03-07,9491.1123046875,199.94000244140625,501.02203369140625,3407.07763671875,66925.484375
2024-03-08,9514.5478515625,201.6300048828125,498.0148620605469,3372.13330078125,68300.09375
2024-03-11,9514.5478515625,202.0,497.58660888671875,3372.13330078125,72123.90625
2024-03-12,9514.5478515625,199.7899932861328,502.9393615722656,3372.13330078125,71481.2890625
2024-03-13,9373.939453125,201.19000244140625,502.15093994140625,3407.07763671875,73083.5
2024-03-14,9678.5927734375,200.35000610351562,501.1583251953125,3459.494140625,71396.59375
2024-03-15,9514.5478515625,199.7100067138672,497.717041015625,3468.230224609375,69403.7734375
2024-03-18,9514.5478515625,200.02999877929688,500.675048828125,3424.5498046875,67548.59375
2024-03-19,9537.9833984375,199.8000030517578,503.4574279785156,3442.02197265625,61912.7734375
2024-03-20,9491.1123046875,202.17999267578125,508.114013671875,3433.285888671875,67913.671875
2024-03-21,9491.1123046875,201.97000122070312,509.79327392578125,3398.341552734375,65491.390625
2024-03-22,9467.6787109375,200.35000610351562,508.8266906738281,3407.07763671875,63778.76171875
2024-03-25,9661.8759765625,200.99000549316406,507.4208984375,3258.564208984375,69958.8125
2024-03-26,9637.9013671875,201.63999938964844,506.4836730957031,3162.466796875,69987.8359375
2024-03-27,9661.8759765625,203.10000610351562,510.7401123046875,3048.897705078125,69455.34375
2024-03-28,9661.8759765625,205.72000122070312,510.6424865722656,3031.425537109375,70744.953125
2024-04-01,9446.1015625,207.82000732421875,509.754150390625,3066.369873046875,69702.1484375
2024-04-02,9494.0517578125,210.88999938964844,506.5130615234375,3048.897705078125,65446.97265625
2024-04-03,9134.427734375,212.74000549316406,507.0693664550781,2987.7451171875,65980.8125
2024-04-04,9446.1015625,211.52000427246094,500.8800964355469,3013.953125,68508.84375
2024-04-05,9422.126953125,215.13999938964844,506.1127014160156,2996.481201171875,67837.640625
2024-04-08,9422.126953125,216.47999572753906,506.39581298828125,2996.481201171875,71631.359375
2024-04-09,9422.126953125,217.6699981689453,506.9815673828125,2996.481201171875,69139.015625
2024-04-10,9422.126953125,215.61000061035156,501.9051513671875,2996.481201171875,70587.8828125
2024-04-11,9422.126953125,219.8000030517578,505.69305419921875,2996.481201171875,70060.609375
2024-04-12,9422.126953125,216.88999938964844,498.7128601074219,2996.481201171875,67195.8671875
2024-04-15,9422.126953125,220.9499969482422,492.46490478515625,2996.481201171875,63426.2109375
2024-04-16,9086.478515625,221.22000122070312,491.5667419433594,2813.023193359375,63811.86328125
2024-04-17,9134.427734375,219.58999633789062,488.6575622558594,2795.55078125,61276.69140625
2024-04-18,9086.478515625,220.33999633789062,487.6520080566406,2839.2314453125,63512.75390625
2024-04-19,9086.478515625,221.02999877929688,483.3956298828125,2751.870361328125,63843.5703125
2024-04-22,8966.603515625,215.57000732421875,487.8473205566406,2769.342529296875,66837.6796875
2024-04-23,9326.2275390625,215.0399932861328,493.6363830566406,2708.18994140625,66407.2734375
2024-04-24,9542.0009765625,214.63999938964844,493.40203857421875,2655.7734375,64276.8984375
2024-04-25,9374.1767578125,215.9199981689453,491.52764892578125,2655.7734375,64481.70703125
2024-04-26,9230.3271484375,216.6199951171875,496.1843566894531,2647.037109375,63755.3203125
2024-04-29,9398.1513671875,216.17999267578125,497.941650390625,2690.7177734375,63841.12109375
2024-04-30,9398.1513671875,211.8699951171875,490.0535888671875,2769.342529296875,60636.85546875
2024-05-01,9398.1513671875,213.7899932861328,488.46234130859375,2769.342529296875,58254.01171875
2024-05-02,9158.4033203125,213.1300048828125,493.03106689453125,2725.662109375,59123.43359375
